商品编号,条形码,商口名称,类型,商品规格,单位,进价,售价,会员价,产地,描述,有货,图片,推荐,排名,新品
80012,899246555586,纳齿健坚炭添加去垢牙刷,8,,支,12.5,15.8,15.8,韩国,,0,80012.jpg,,9999,no
80013,899246555555,纳齿健金添加细毛牙刷,8,,支,12.5,15.8,15.8,韩国,,0,80013.jpg,,9999,no
80014,899246555562,纳齿健银添加细毛牙刷,8,,支,12.5,15.8,15.8,韩国,,0,80014.jpg,,9999,no
80015,4051089883110,德露宝婴幼儿洗沐液体皂-野莓,8,,瓶,29,39,39,德国,,1,80015.jpg,,9999,no
80016,4051089883103,德露宝婴幼儿洗沐液体皂-樱桃,8,,瓶,29,39,39,德国,,1,80016.jpg,,9999,no
80017,4051089883127,德露宝婴幼儿洗沐液体皂-水果,8,,瓶,29,39,39,德国,,1,80017.jpg,,1,no
80018,8809010177694,虹丝克润玫瑰花滚筒洗衣液,8,,瓶,21.9,42,42,韩国,,0,80018.jpg,,9999,no
80019,8809010177663,虹丝克润薰衣草滚筒洗衣液,8,,瓶,21.9,42,42,韩国,,0,80019.jpg,,9999,no
80020,8801173901574,芜琼华8无儿童牙膏（葡萄味）,8,,个,13.75,22,22,韩国,,1,80020.png,,9999,no
80021,8801173901581,芜琼华8无儿童牙膏（草莓味）,8,,个,13.75,22,22,韩国,,1,80020.png,1,10,no
80022,899246555548,纳齿健思琳护理牙膏120g,8,,个,13.75,25,25,韩国,,0,80022.jpg,,9999,no
80023,899246555517,纳齿健银添加亮白清爽牙膏120g,8,,个,13.75,25,25,韩国,,1,80023.jpg,,9999,no
80024,899246555524,纳齿健坚炭乳香清新牙膏120g,8,,个,13.75,25,25,韩国,,0,80024.jpg,,9999,no
80025,4901221031087,惠百施HelloKitty牙刷0.5-3岁,8,,个,10.45,18,18,日本,,1,80025.jpg,,9999,no
80026,4961691104322,哈皮卡电动牙刷,8,,把,54.45,98.9,98.9,日本,,1,80026.jpg,,9999,no
80027,9400571742117,海丝蓓康牛奶蜂蜜滋润沐浴乳,8,240ml,瓶,15,29.9,29.9,新西兰,,1,80027.jpg,,9999,no
80028,9400571742124,海丝蓓康奇异果磨砂滋润沐浴乳,8,240ml,瓶,15,29.9,29.9,新西兰,,1,80028.jpg,1,6,no
80029,4008268042899,保黛宝香水嫩白沐浴套装,8,,盒,110,220,220,德国,,1,80029.jpg,,9999,no
90001,5060349781539,滨司萌大嘴薄荷糖-斑兰味35g,9,,包,2.5,5,4.9,马来西亚,,1,90001.jpg,,9999,no
90002,5060349781515,滨司萌大嘴椰子糖-椰汁35g,9,,个,2.5,5,4.9,马来西亚,,1,90002.jpg,,9999,no
90003,6933761914085,星星果冰糖,9,,支,0.46,1,1,,,,,,9999,no
90004,6940665755515,短荧光棒切片,9,,盒,0.7,2.5,2.5,,,,,,9999,no
90005,,短切片棒,9,,盒,0.4,1,0,,,,,,9999,no
90006,6941439696768,风车啫喱软,9,,盒,2.4,3,3,,,,,,9999,no
90007,6941439696768,风车硬糖,9,,盒,2.4,3,0,,,,,,9999,no
90008,,散装切片风车,9,,公斤,30,100,0,,,,,,9999,no
90009,6937451831256,不二家水果味,9,,支,0.48,1,1,日本,,1,90009.jpg,,9999,no
90010,6937451811425,不二家牛奶味,9,,支,0.49,1,1,日本,,1,90010.jpg,,9999,no
90011,6937451811784,不二家草莓芒果味,9,,支,0.49,1,1,日本,,1,90011.jpg,,9999,no
90012,8858702410878,小老板海苔卷-鱿鱼辣味,4,,个,1.1,2,2,泰国,,1,90012.jpg,,9999,no
90013,8858702414951,小老板海苔卷-烧烤味,4,,个,1.1,2,2,泰国,,0,90012.jpg,,9999,no
90014,8858702414883,小老板海苔卷-冬阴功味,4,,个,1.1,2,2,泰国,,0,90012.jpg,,9999,no
90015,4005292653015,英贝克纤魅压片糖-留兰香,9,,盒,4.8,9,9,,,1,90015.jpg,,1,no
90016,4005292653107,英贝克纤魅压片糖-黑加仑,9,,盒,4.8,9,9,,,1,90015.jpg,,9999,no
90017,4005292652988,英贝克纤魅压片糖-薄荷,9,,盒,4.8,9,9,,,1,90015.jpg,,9999,no
90019,4005292653077,英贝克纤魅压片糖-芒果,9,,盒,4.8,9,9,,,1,90015.jpg,,9999,no
90020,4005292653046,英贝克纤魅压片糖-草莓,9,,盒,4.8,8.9,8.9,,,0,90015.jpg,,9999,no
90021,4005292002523,冰力克无糖含片糖（草莓味）,9,,个,8.5,14.9,14.9,德国,,1,90021.jpg,,1,no
90022,4005292002615,冰力克无糖含片糖（薄荷味）,9,,盒,8.5,14.9,14.9,德国,,1,90021.jpg,,9999,no
90023,4005292002585,冰力克无糖含片糖（黑加仑）,9,,盒,8.5,14.9,14.9,德国,,1,90021.jpg,,9999,no
90024,4005292002554,冰力克无糖含片糖（青苹果味）,9,,个,8.5,14.9,14.9,德国,,0,90021.jpg,,9999,no
90025,4005292654913,冰力克无糖含片糖（西柚味）,9,,盒,8.5,14.9,14.9,德国,,1,90021.jpg,,9999,no
90026,4005292652384,冰力克无糖含片糖（水蜜桃）,9,,盒,8.5,14.9,14.9,德国,,0,90021.jpg,,9999,no
90027,8858702410816,小老板海苔卷-原味,4,,个,1.1,2,2,泰国,,1,90027.jpg,,9999,no
90040,6931273250035,口味王槟榔,9,,袋,7,10,10,中国,,0,90040.jpg,,9999,no
90041,6933125666681,湘潭铺子槟榔,9,,袋,7.5,10,10,中国,,0,90041.jpg,,9999,no
90042,9556296301488,一百份芒果果汁软糖,9,,包,8,13,13,马来西亚,,1,90042.jpg,,9999,no
90043,9556296302089,一百份黑加仑果汁软糖,9,,包,8,13,13,马来西亚,,1,90043.jpg,,1,no
90044,9556296305783,一百份草莓果汁软糖,9,,包,8,13,13,马来西亚,,1,90044.jpg,,9999,no
90045,6928858266642,杏福熊牛奶,9,,个,0.26,1,1,中国,,1,90045.jpg,,9999,no
90046,6928858266628,杏福熊巧克力香草味,9,,个,0.26,1,1,中国,,1,90045.jpg,,9999,no
90047,8801062331772,乐天润喉糖草莓味,9,,盒,2.5,4.5,4.5,韩国,,1,90047.jpg,,9999,no
90048,8801062331819,乐天润喉糖薄荷味,9,,盒,2.5,4.5,4.5,韩国,,1,90048.jpg,,9999,no
90049,8801062333257,乐天润喉糖柠檬味,9,,盒,2.5,4.5,4.5,韩国,,0,90049.jpg,,9999,no
90050,6932043894923,雅瑶河15g,9,,个,1.5,5,5,中国,,0,90050.jpg,,9999,no
90051,6932043894954,雅瑶河18g,9,,个,2,8,8,中国,,0,90051.jpg,,9999,no
90052,6951443130295,百分享冰棒软糖,9,,个,0.6,3,3,中国,,0,90052.jpg,,9999,no
90053,6951443112352,百分享棉花糖,9,,个,1.8,8,8,中国,,0,90053.jpg,,9999,no
90054,692200290028,玫瑰花硬糖,9,,个,2,8,8,,,,,,9999,no
90055,692662528880,长杆佰可轩切片,9,,个,0.6,3,3,,,0,,,9999,no
90056,6922002900338,烟花棒,9,,个,1.8,8,8,,,0,,,9999,no
90057,6951443100519,双面圆形,9,,个,1.5,8,8,,,0,,,9999,no
90058,6941051300432,汉堡橡皮糖,9,,个,0.3,2,2,,,0,,,9999,no
90059,6941051308704,油桶糖,9,,个,6.5,18,18,,,0,,,9999,no
90060,6941051303143,蓝色汽车,9,,个,16,30,30,,,0,,,9999,no
90061,6941051303136,海宝汽车,9,,个,12.5,25,25,,,0,,,9999,no
90062,6947602500061,拐杖糖,9,,个,0.38,2,2,,,0,,,9999,no
90063,6922002900185,大白,9,,个,0.6,3,3,,,0,,,9999,no
90064,4897059010021,香港御轩爆炸跳跳糖西瓜味,9,,包,5,10,10,香港,,1,90064.jpg,,9999,no
90065,4897059010083,香港御轩爆炸跳跳糖水蜜桃味,9,,个,5,10,10,香港,,1,90064.jpg,,1,no
90066,4897059010038,香港御轩爆炸跳跳糖芒果味,9,,包,5,10,10,香港,,1,90064.jpg,,9999,no
90067,4897059010069,香港御轩爆炸跳跳糖蓝莓味,9,,包,5,10,10,香港,,0,90064.jpg,,9999,no
90068,4897059010076,香港御轩爆炸跳跳糖苹果味,9,,包,5,10,10,香港,,0,90064.jpg,,9999,no
90069,4901362107276,乳酸菌糖草莓味,9,,包,1.5,4,4,日本,,1,90069.jpg,,1,no
90070,4901362102387,乳酸菌糖原味,9,,个,1.5,4,4,日本,,0,90069.jpg,,9999,no
90071,8410525173950,菲尼西瓜泡泡糖,9,,包,2.3,5,5,西班牙,,1,90071.jpg,,1,no
90072,8410525180200,菲尼网球泡泡糖,9,,包,2.3,5,5,西班牙,,1,90072.jpg,,9999,no
90073,4719858573432,特浓牛乳糖果,9,60克,个,2,5,5,,,,,,9999,no
90074,4719858573449,特浓羊乳糖果,9,60克,个,2,5,5,,,1,90074.jpg,,9999,no
90075,6951240801091,芙烈侬可可夹心巧克力,9,45克,盒,4,9,9,中国,,1,90075.jpg,,9999,no
90076,6951240801077,芙烈侬牛奶巧克力,9,,个,4,9,9,中国,,1,90075.jpg,,9999,no
90077,6951240801084,芙烈侬咖啡夹心巧克力,9,,个,4,9,9,中国,,1,90075.jpg,,9999,no
90078,6951240801138,芙烈侬黑夹心巧克力,9,45g,盒,4,9,9,中国,,1,90075.jpg,,1,no
100001,8936050230178,沙巴哇综合蔬果干100g,10,,袋,6.8,9.9,9.9,越南,,0,100001.jpg,,9999,no
100002,8936050230192,沙巴哇菠萝蜜100g,10,,袋,8,13.8,13.8,越南,,1,100002.jpg,,1,no
100003,4715243765208,泰讃凤梨饼,10,,袋,4.5,8.8,8.8,,,1,100003.jpg,,9999,no
100004,4715243765307,泰讃榴莲饼,10,,袋,4.5,8.8,8.8,,,1,100004.jpg,,1,no
100005,9556390023330,南益巧克力饼干160g,10,,袋,8,14.9,14.9,马来西亚,,1,100005.jpg,,9999,no
100006,9556390283338,南益巧克力黑加仑饼干160g,10,,袋,8,14.9,14.9,马来西亚,,0,100006.jpg,,9999,no
100007,6930570707303,河马莉动物造型-布丁味,10,,罐,3.78,12,12,,,0,,,9999,no
100008,6930570707297,河马莉动物造型-牛奶味,10,,罐,3.75,12,12,,,0,,,9999,no
100009,9556995110237,ZEK丹麦风味葡萄干曲奇,10,,盒,5,9.9,9.9,马来西亚,,1,100009.jpg,,9999,no
100010,9556995111029,ZEK丹麦风味巧克力曲奇,10,,盒,5,9.9,9.9,马来西亚,,1,100009.jpg,,9999,no
100011,9556390103339,南益威化-巧克力味,10,,袋,9,15.8,15.8,马来西亚,,1,100011.jpg,,9999,no
100012,9556390113338,南益威化-柠檬味,10,,袋,9,15.8,15.8,马来西亚,,1,100012.jpg,,1,no
100013,9556390123337,南益威化-草莓味,10,,袋,9,15.8,15.8,马来西亚,,1,100013.jpg,,9999,no
100014,9556390048975,南益榛子夹心饼干,10,,袋,7,13.9,13.9,马来西亚,,1,100014.jpg,,9999,no
100015,9556390028977,南益巧克力夹心饼干,10,,罐,7,13.9,13.9,马来西亚,,1,100015.jpg,,9999,no
100016,9556390008979,南益香草夹心饼干,10,,袋,7,13.9,13.9,马来西亚,,1,100015.jpg,,9999,no
100017,9556390073335,南益奶油夹心饼干40g,10,,袋,2,4,4,,,0,,,9999,no
100018,9556390083334,南益巧克力夹心饼干40g,10,,盒,2,4,4,,,0,,,9999,no
100019,8934595053665,高乐泰芝麻椰蓉45g,10,,盒,2.8,5,5,,,,,,9999,no
100020,8934595053672,圣芝诺鸡蛋牛奶格子饼干,10,,盒,2.8,5,5,越南,,1,100020.jpg,,9999,no
100021,8801062272150,乐天黄红巧克力棒,10,,盒,4,8,8,韩国,,1,100021.jpg,,9999,no
100022,6930485821422,伊果金枕头榴莲干,10,,包,22,38,38,泰国,,0,100022.jpg,1,1,no
100023,4711148356121,河马莉手指饼干-黑糖味,10,,盒,8.5,14.5,14.5,台湾,,1,100023.jpg,,9999,no
100024,4713507006067,Aji尼西亚惊奇脆饼（起士味）,10,,袋,5.8,9.9,9.9,马来西亚,,1,100024.jpg,,9999,no
100025,4713507006050,Aji尼西亚惊奇脆饼（优格）,10,,袋,5.8,9.9,9.9,马来西亚,,1,100024.jpg,,9999,no
100026,4713507007057,Aji尼西亚惊奇脆饼（蔬菜）,10,,袋,5.8,9.9,9.9,马来西亚,,1,100024.jpg,1,5,no
100027,4713507007118,Aji尼西亚惊奇脆饼（泡菜）,10,,袋,5.8,9.9,9.9,马来西亚,,1,100024.jpg,,9999,no
100028,4002652009550,名师牌饼干和华夫饼干,10,,个,21,32.9,32.9,德国,,1,100028.jpg,,9999,no
100029,4897053530297,情侣猫太阳薄饼-烧烤海苔,10,50g,盒,3,6,6,台湾,,1,100029.jpg,,9999,no
100030,4897053530273,情侣猫太阳薄饼-原味,10,50,个,3,6,6,台湾,,1,100029.jpg,,1,no
100031,4897053530754,情侣猫迷你曲奇-牛油味,10,80g,个,3,5.8,5.8,台湾,,1,100031.jpg,,9999,no
100032,4897053530761,情侣猫迷你曲奇-香蕉牛奶,10,80g,个,3,5.8,5.8,台湾,,1,100031.jpg,,9999,no
100033,4897053530778,情侣猫迷你曲奇-草莓牛奶,10,80g,个,3,5.8,5.8,台湾,,1,100031.jpg,,9999,no
100034,8801073110502,三养辣味鸡肉拌面,10,140g,包,5.5,7.5,7.5,韩国,,0,100034.jpg,,9999,no
100035,4711871701595,7M巧克力棒,10,20g,个,0.61,2,2,,,1,100035.jpg,,1,no
100036,4711871701588,7M草莓棒,10,,个,0.61,2,2,,,1,100035.jpg,,9999,no
100037,4894375008824,亚麻籽咸饼干,10,,个,5,8.5,8.5,,,1,100037.jpg,,9999,no
100038,4894375008831,燕麦咸饼干,10,,个,5,8.5,8.5,,,0,,,9999,no
100039,4894375008817,香葱咸饼干,10,,个,5,8.5,8.5,,,1,100038.jpg,,9999,no
100040,4711162821803,能量99棒香芋,10,,个,8.75,14.5,14.5,台湾,,1,100040.jpg,,9999,no
100041,4711162821896,能量99棒巧克力,10,,个,8.75,14.5,14.5,台湾,,1,100040.jpg,,9999,no
100042,4711162821797,能量99棒南瓜,10,,个,8.75,14.5,14.5,台湾,,1,100040.jpg,,9999,no
100043,4711162821322,能量99棒蛋黄,10,,个,8.75,14.5,14.5,台湾,,1,100040.jpg,,9999,no
100044,8993083931380,比斯科托巧克力小熊饼,10,80克,个,6.5,12,12,,,1,100044.jpg,,1,no
100045,8993083931373,比斯科托什锦小熊饼,10,,个,6.5,12,12,,,0,,,9999,no
100046,8993083931298,比斯科托草莓小熊饼,10,80克,个,6.5,12,12,,,1,100046.jpg,,9999,no
100047,8801062636358,乐天白巧克力棒,10,32克,个,4,8,8,,,1,100047.jpg,,9999,no
100048,8801062637560,乐天红巧克力棒,10,,个,4,8,8,,,1,100048.jpg,,9999,no
100049,4719778005952,厚毅牌惊奇紫菜味三角形饼干,10,176g,袋,8.5,16.8,16.8,,,1,,,9999,no
110001,4715635930887,雅米熊猫乳酸味,11,,盒,4,8,8,台湾,,1,110001.jpg,,9999,no
110002,4715635930894,雅米熊猫芒果味,11,,盒,4,8,8,台湾,,1,110002.jpg,,9999,no
110003,8938501660664,河马莉原味乳酸棒,11,,袋,6.5,12.9,12.9,台湾,,1,110003.jpg,,9999,no
110004,8938501660657,河马莉芒果味乳酸棒,11,,袋,6.5,12.9,12.9,台湾,,0,110004.jpg,,9999,no
120001,9557291018159,食尚经典碳熏乌梅220g,12,,罐,8.8,15.8,15.8,马来西亚,,1,120001.jpg,,9999,no
120002,9557291018241,食尚经典贵妃圣女果220g,12,,罐,8.8,15.8,15.8,马来西亚,,1,120002.jpg,,9999,no
120003,9557291018135,食尚经典玉井芒果干220g,12,,罐,8.8,15.8,15.8,马来西亚,,1,120003.jpg,,9999,no
120004,9557291018111,食尚经典阿里山杨梅220g,12,,罐,8.8,15.8,15.8,马来西亚,,1,120004.jpg,,9999,no
120005,9557291018227,食尚经典玫瑰情人梅220g,12,,罐,8.8,15.8,15.8,马来西亚,,1,120005.jpg,,1,no
120006,9581354687624,香记牛肉片-咖喱味,12,,盒,16,30,30,澳门,,1,120006.jpg,,9999,no
120007,9581354687648,香记牛肉片-XO味,12,,盒,16,30,30,澳门,,1,120007.png,,9999,no
120008,9581354683923,香记牛肉片-五香味,12,,盒,16,30,30,澳门,,1,120008.jpg,,1,no
120009,9581354687631,香记牛肉片-黑椒味,12,,个,16,30,30,澳门,,1,120009.jpg,,9999,no
120010,4892178086018,香记鱿鱼丝-香辣味,12,,盒,16,28,28,澳门,,1,120010.jpg,,9999,no
120011,4892178086025,香记鱿鱼丝-原味,12,,盒,16,28,28,澳门,,1,120010.jpg,,9999,no
120012,8809424980293,蘑菇饮料-草莓,2,,瓶,3.75,6.5,6.5,泰国,,0,120012.jpg,,9999,no
120013,8809424980262,蘑菇饮料-菠萝,2,,瓶,3.75,6.5,6.5,泰国,,0,120012.jpg,,9999,no
120014,8809424980224,蘑菇饮料-芒果,2,,瓶,3.75,6.5,6.5,泰国,,0,120012.jpg,,9999,no
120015,4712134660840,3点一刻 奶茶（伯爵味）,19,,盒,10,18,18,台湾,,1,120015.jpg,,9999,no
120016,4712134660826,3点一刻 奶茶（经典炭烧）,19,,盒,10,18,18,台湾,,1,120015.jpg,,9999,no
120017,4712134663049,3点一刻 奶茶（冰糖杏仁）,12,,盒,10,18,18,台湾,,1,120015.jpg,,1,no
120018,4712134660857,3点一刻 奶茶（经典玫瑰花果味）,12,,盒,10,18,18,台湾,,1,120015.jpg,,9999,no
120019,4712134660819,3点一刻 奶茶（原味味）,12,,盒,10,18,18,台湾,,1,120015.jpg,,9999,no
120020,4712134660833,3点一刻 奶茶（港式）,12,,盒,10,18,18,台湾,,1,120015.jpg,,9999,no
120021,8809424980231,蘑菇饮料-荔枝,12,,瓶,3.75,6.5,6.5,泰国,,0,120021.jpg,,9999,no
120022,4892178080221,香记牛肉粒香辣,12,,盒,16,30,30,澳门,,1,120022.jpg,,9999,no
120023,4892178090213,香记牛肉粒XO,12,,个,16,30,30,澳门,,1,120022.jpg,,9999,no
120024,4892178080214,香记沙爹牛肉粒,12,,个,16,30,30,澳门,,1,120022.jpg,,9999,no
120025,4892178080238,香记牛肉粒五香,12,,个,16,30,30,澳门,,1,120022.jpg,,9999,no
120026,4892178010211,香记牛肉粒咖喱,12,,个,16,30,30,澳门,,1,120022.jpg,,9999,no
120027,9581354687655,香记牛肉片香辣,12,,个,16,30,30,澳门,,1,120022.jpg,,9999,no
120028,8852023664101,大哥芥末脆花生,12,,个,11,23,23,泰国,,1,120028.jpg,1,1,no
120029,8852023664248,大哥椰浆花生,12,,个,10,23,23,泰国,,1,120029.jpg,,9999,no
120030,8852023664255,大哥咖喱花生豆,12,,个,10,23,23,泰国,,1,120030.jpg,,9999,no
120031,8850155021120,玛努拉蟹片,12,,个,10,24,24,泰国,,1,120031.jpg,,1,no
120032,8850155011121,玛努拉虾片,12,,个,10,24,24,泰国,,1,120032.jpg,,1,no
130001,6956416200067,果粒橙,13,,瓶,2.58,3.5,3.5,中国,,1,130001.jpg,,9999,no
130002,6925303721398,统一冰红茶,13,,瓶,2,3,3,中国,,1,130002.jpg,,9999,no
130003,6925303721367,统一绿茶,13,,瓶,2,3,3,中国,,1,130003.jpg,,9999,no
130004,6953392510203,雪碧,13,,瓶,2.2,3,3,中国,,1,130004.jpg,,9999,no
130005,6921168509256,农夫山泉,13,,瓶,1.07,2,2,中国,,1,130005.jpg,,9999,no
130006,6902538004045,脉动青柠味,13,600毫升,瓶,3,4,4,中国,,1,130006.jpg,,9999,no
130007,6902538005844,脉动菠萝口味,13,,瓶,3,4,4,中国,,1,130007.jpg,,9999,no
140001,5454616161474,礼袋包装小,14,,个,1.47,2.5,2.5,,,1,,,9999,no
140002,5454616161474,礼袋包装大,14,,个,1.97,3,3,,,1,,,9999,no
150001,6947070101401,鱼泡泡枪,15,,把,6,12,12,,,,,,9999,no
150002,6925118402437,大白打地鼠,15,,个,6.5,12,12,,,,,,9999,no
150003,4892145710403,铁蛋,15,,个,3.5,6,6,,,,,,9999,no
150004,6947070009080,机器人音乐手机,15,,个,5,12,12,,,,,,9999,no
150005,6947070006744,电动手表风扇,15,,个,5,12,12,,,,,,9999,no
150006,6947070007949,翻斗车,15,,个,7,15,15,,,,,,9999,no
150007,6947070010116,魔力蛋,15,,个,4,8,8,,,,,,9999,no
150008,6925118402291,泡泡水,15,,个,3.5,7,7,,,,,,9999,no
150009,,小泡水,15,,个,0.7,2,2,,,,,,9999,no
150010,6947070000087,闪光带帽卡通车,15,,个,3.5,10,10,,,,,,9999,no
150011,6947070000070,车子,15,,个,3.5,10,10,,,,,,9999,no
150012,,比巴卜泡泡糖,15,,个,0.13,0.25,0.25,,,,,,9999,no
150013,,小写字板,15,,个,5,12,12,,,,,,9999,no
150014,,惯性工程车,15,,个,8,18,18,,,,,,9999,no
150015,,小托马斯轨道,15,,个,13,35,35,,,,,,9999,no
150016,,城市轨道,15,,个,25,48,48,,,,,,9999,no
150017,,飞机轨道,15,,个,23,45,45,,,,,,9999,no
150018,,彩虹圈,15,,个,1,2,2,,,,,,9999,no
150019,,名车展览,15,,个,12,38,38,,,,,,9999,no
150020,6949987302117,三佳超级重型,15,,个,17,35,35,,,,,,9999,no
150021,,培智积木,15,,个,10,25,25,,,,,,9999,no
150022,,小黄人飞行器,15,,个,24,48,48,,,,,,9999,no
150023,,叮当猫飞行器,15,,个,24,45,45,,,,,,9999,no
150024,,公主飞行器,15,,个,35,55,55,,,,,,9999,no
150025,,天鹅音乐棒,15,,个,6,12,12,,,,,,9999,no
150026,,开花音乐棒,15,,个,6,15,15,,,,,,9999,no
150027,,地球守护者,15,,个,21,60,60,,,,,,9999,no
150028,,得发机器人,15,,个,23,65,65,,,,,,9999,no
150029,,得发机器人红色,15,,个,25,68,68,,,,,,9999,no
150030,,水机,15,,个,1.8,5,5,,,,,,9999,no
150031,,大写字板,15,,个,6.5,15,15,,,,,,9999,no
150032,,小黄人跳舞,15,,个,19,45,45,,,,,,9999,no
150033,,猪猪滑板,15,,个,12,40,40,,,,,,9999,no
150034,,鸟笼,15,,个,12,28,28,,,,,,9999,no
150035,,八爪鱼,15,,个,13,28,28,,,,,,9999,no
150036,,托马斯电动,15,,个,11,28,28,,,,,,9999,no
150037,,电动孔雀,15,,个,10,25,25,,,,,,9999,no
150038,,小鼓,15,,个,9,20,20,,,,,,9999,no
150039,,自行车,15,,个,15,28,28,,,,,,9999,no
150040,,警车,15,,个,7,15,15,,,,,,9999,no
150041,,电动小警车,15,,个,6,15,15,,,,,,9999,no
150042,,开门警车,15,,个,15,38,38,,,,,,9999,no
150043,,空中巴士,15,,个,8,25,25,,,,,,9999,no
150044,,3Q宝贝兔,15,,个,50,90,90,,,,,,9999,no
150045,,猪猪侠吉他,15,,个,12,35,35,,,,,,9999,no
150046,,培智玩具,15,,个,17,40,40,,,,,,9999,no
150047,,漂移陀螺,15,,个,5,12,12,,,,,,9999,no
150048,,软弹枪,15,,个,13,30,30,,,,,,9999,no
150049,,英雄武器,15,,个,15,30,30,,,,,,9999,no
150050,,布隆家族,15,,个,14,30,30,,,,,,9999,no
150051,,趣味小螃蟹,15,,个,2,6,6,,,,,,9999,no
150052,,小电动车,15,,个,6.5,13,13,,,,,,9999,no
150053,,电池,15,,个,10,20,20,,,,,,9999,no
150054,,合金车,15,,个,17,35,35,,,,,,9999,no
150055,,城市工程车,15,,个,3.2,9,9,,,,,,9999,no
150056,,傲气小恐龙,15,,个,2.7,7,7,,,,,,9999,no
150057,,坦克大战,15,,个,3.2,8,8,,,,,,9999,no
150058,,城市工程车2,15,,个,20,38,38,,,,,,9999,no
150059,,音乐公主扇,15,,个,5.83,18,18,,,,,,9999,no
150060,,五灵锁,15,,个,4.5,10,10,,,,,,9999,no
150061,,大打地鼠,15,,个,15,35,35,,,,,,9999,no
150062,,大白机器人,15,,个,16,35,35,,,,,,9999,no
150063,,鱼泡泡枪,15,,个,6,12,12,,,,,,9999,no
150064,,大白打地鼠,15,,个,6.5,12,12,,,,,,9999,no
150065,,铁蛋,15,,个,3.5,8,8,,,,,,9999,no
150066,,大白早教控故事机,15,,个,35,90,90,,,,,,9999,no
150067,,中打地鼠,15,,个,14,25,25,,,,,,9999,no
150068,,小打地鼠,15,,个,10,18,18,,,,,,9999,no
150069,555555555555,玩具,15,,个,1,1,1,,,,,,9999,no
150070,666666666666,糖果,15,,个,0,1,1,,,,,,9999,no
160001,6923644278588,纯甄,16,,瓶,4.3,6,6,,,0,,,9999,no
160002,6907992512570,安慕希,16,,瓶,4.5,6,6,,,0,,,9999,no
160003,6901347884138,椰树,16,,个,4,5.5,5.5,,,0,,,9999,no
160004,9311697104362,哈威鲜低脂纯牛奶,16,,个,10,18,18,,,1,160004.jpg,,9999,no
160005,6901209214301,莫斯利安,16,,个,4.41,6.5,6.5,,,0,,,9999,no
180001,8692806083527,塔璞花纹夹心蛋糕-香蕉,18,,个,1.7,3.8,3.8,土耳其,,0,180001.jpg,,9999,no
180002,8692806083596,塔璞花纹夹心蛋糕-巧克力,18,,个,1.7,3.8,3.8,土耳其,,0,180001.jpg,,9999,no
180003,8692806083589,塔璞花纹夹心蛋糕-香草,18,,个,1.7,3.8,3.8,土耳其,,0,180001.jpg,,9999,no
190001,4712631099747,乖英雄黑糖快-玫瑰四物,19,280g,瓶,17,35,35,台湾,,0,190001.jpg,,9999,no
190002,4712366869462,乖英雄黑糖块-凤梨海燕窝,19,280g,瓶,17,38,38,台湾,,1,190001.jpg,,9999,no
190003,4712631099761,乖英雄黑糖块-金桔柠檬,19,280g,瓶,17,35,35,台湾,,1,190001.jpg,,9999,no
190004,4712631099754,乖英雄黑糖块-桂花,19,280g,瓶,17,35,35,台湾,,0,190001.jpg,,9999,no
190005,6950254900370,夏果蜜炼菊花雪梨茶,19,30g,包,1.6,3,3,韩国,,1,190005.jpg,,1,no
190006,6950254900363,夏果蜜炼红糖姜母茶,19,30g,包,1.6,3,3,韩国,,1,190006.jpg,,9999,no
200001,,运费,20,,个,1,1,1,,,,,,9999,no
210001,8850511311155,露莎士咖喱酱,21,,瓶,8.5,15.8,15.8,泰国,,1,210001.jpg,,9999,no
210002,8850511311100,露莎士泰式甜辣酱,21,,个,8.5,15.8,15.8,泰国,,1,210002.jpg,,9999,no
10063,,素牛排,1,,公斤,0,36,30,中国,,1,10063.jpg,,9999,yes
10064,,黑米蒸蛋糕,1,,个,1.2,2,2,中国,,1,10064.jpg,,9999,yes
10065,,麻薯,1,,个,1.2,2,2,中国,,1,10065.jpg,,9999,yes
20069,8855796000459,夜猫加气酒（柠檬味）,2,300ml,瓶,5,12.5,9.9,中国,,1,20069.jpg,,9999,yes
20070,8855796000312,夜猫加气酒（蜜桃味）,2,300ml,瓶,5,12.5,9.9,中国,,1,20070.jpg,,9999,yes
20071,8855796000442,夜猫加气酒（苹果味）,2,300ml,瓶,5,12.5,9.9,中国,,1,20071.jpg,,9999,yes
20072,8855796000435,夜猫加气酒（香橙味）,2,300ml,瓶,5,12.5,9.9,中国,,1,20072.jpg,,9999,yes
20073,8855796001111,夜猫加气酒（樱桃味）,2,300ml,瓶,5,12.5,9.9,中国,,1,20073.jpg,,9999,yes
20074,8855796001036,夜猫加气酒（白葡萄味）,2,300ml,瓶,5,12.5,9.9,中国,,1,20074.jpg,,9999,yes
20075,6920202888883,红牛,2,250ml,瓶,4.75,6,6,中国,,1,20075.jpg,,9999,yes
20076,6925303723910,大红茶,2,1L,瓶,3,4,4,中国,,1,20076.jpg,,9999,yes
20077,8850228002971,泰国红牛,2,100ml,瓶,2.8,5,5,中国,,1,20077.jpg,,1,yes
20097,6924254686602,欢乐家椰汁,2,245克,个,3.75,5,5,中国,,1,20097.jpg,,9999,yes
20098,6900067110206,味动力原味,2,338ML,个,4.17,6,6,中国,,1,20098.jpg,,9999,yes
